title,year,rank_in_year,macro_categoria,animation_studios
Saijaku Tamer wa Gomi Hiroi no Tabi wo Hajimemashita.,2024,81,Fantasía / Acción / Aventura,Studio Massket
Ishura,2024,82,Fantasía / Acción / Aventura,Passione
Amagami-san Chi no Enmusubi,2024,83,Otros Géneros,"Drive, Drive"
Sasayaku You ni Koi wo Utau,2024,84,Otros Géneros,CLOUDHEARTS
Date A Live V,2024,85,Híbrido (Acción + Sci-Fi),GEEKTOYS
"Kekkon Suru tte, Hontou desu ka",2024,86,Otros Géneros,"Ashi Productions, Ashi Productions"
"Tensei Kizoku, Kantei Skill de Nariagaru 2nd Season",2024,87,Fantasía / Acción / Aventura,studio MOTHER
BUCCHIGIRI?!,2024,88,Fantasía / Acción / Aventura,"MAPPA, MAPPA"
"Party kara Tsuihou sareta Sono Chiyushi, Jitsu wa Saikyou ni Tsuki",2024,89,Fantasía / Acción / Aventura,"Studio elle, Procen Studio"
Sword Art Online Alternative: Gun Gale Online II,2024,90,Híbrido (Acción + Sci-Fi),"A-1 Pictures, EGG FIRM"
"Kimi to Boku no Saigo no Senjou, Arui wa Sekai ga Hajimaru Seisen Season II",2024,91,Fantasía / Acción / Aventura,"SILVER LINK., Studio Palette, SILVER LINK."
Kami wa Game ni Ueteiru.,2024,92,Fantasía / Acción / Aventura,LIDENFILMS
Kaii to Otome to Kamikakushi,2024,93,Otros Géneros,Zero-G
Sasaki to Pii-chan,2024,94,Fantasía / Acción / Aventura,"SILVER LINK., SILVER LINK."
Gekai Elise,2024,95,Fantasía / Acción / Aventura,"Maho Film, Maho Film"
Kyuujitsu no Warumono-san,2024,96,Otros Géneros,"Shin-Ei Animation, SynergySP, Shin-Ei Animation"
Shuumatsu Train Doko e Iku?,2024,97,Híbrido (Acción + Sci-Fi),EMT Squared
Yuru Camp△ SEASON 3,2024,98,Otros Géneros,"8-bit, 8-bit"
Kenka Dokugaku,2024,99,Fantasía / Acción / Aventura,Okuruto Noboru
The Fable,2024,100,Fantasía / Acción / Aventura,Tezuka Productions
Ore dake Level Up na Ken: Season 2 - Arise from the Shadow,2025,1,Fantasía / Acción / Aventura,A-1 Pictures
Gachiakuta,2025,2,Fantasía / Acción / Aventura,"bones, bones film"
Dandadan 2nd Season,2025,3,Híbrido (Acción + Sci-Fi),"Science SARU, Science SARU"
Kusuriya no Hitorigoto 2nd Season,2025,4,Otros Géneros,"TOHO animation STUDIO, OLM, OLM"
Kaoru Hana wa Rin to Saku,2025,5,Otros Géneros,"CloverWorks, CloverWorks"
Sono Bisque Doll wa Koi wo Suru Season 2,2025,6,Otros Géneros,"CloverWorks, CloverWorks"
One Punch Man 3,2025,7,Híbrido (Acción + Sci-Fi),J.C.STAFF
Kaijuu 8-gou 2nd Season,2025,8,Híbrido (Acción + Sci-Fi),Production I.G
Hikaru ga Shinda Natsu,2025,9,Otros Géneros,"CygamesPictures, CygamesPictures"
Enen no Shouboutai: San no Shou,2025,10,Híbrido (Acción + Sci-Fi),"David Production, David Production"
SPY×FAMILY Season 3,2025,11,Fantasía / Acción / Aventura,"WIT STUDIO, CloverWorks, WIT STUDIO, CloverWorks"
Boku no Hero Academia FINAL SEASON,2025,12,Fantasía / Acción / Aventura,"bones film, bones"
Lazarus,2025,13,Híbrido (Acción + Sci-Fi),MAPPA
Dr. STONE: SCIENCE FUTURE,2025,14,Híbrido (Acción + Sci-Fi),"TMS Entertainment, TMS Entertainment"
WIND BREAKER Season 2,2025,15,Fantasía / Acción / Aventura,"CloverWorks, CloverWorks"
Witch Watch,2025,16,Fantasía / Acción / Aventura,"Bibury Animation Studios, AQUA ARIS"
Yofukashi no Uta Season 2,2025,17,Otros Géneros,LIDENFILMS
"Saikyou no Ousama, Nidome no Jinsei wa Nani wo Suru?",2025,18,Fantasía / Acción / Aventura,Unknown
Silent Witch: Chinmoku no Majo no Kakushigoto,2025,19,Fantasía / Acción / Aventura,Studio Gokumi
Mizu Zokusei no Mahou Tsukai,2025,20,Fantasía / Acción / Aventura,"TYPHOON GRAPHICS, Wonderland, TYPHOON GRAPHICS"
Seishun Buta Yarou wa Santa Claus no Yume wo Minai,2025,21,Otros Géneros,"CloverWorks, CloverWorks"
Dr. STONE: SCIENCE FUTURE Part 2,2025,22,Híbrido (Acción + Sci-Fi),"TMS Entertainment, TMS Entertainment"
Ansatsusha de Aru Ore no Status ga Yuusha yori mo Akiraka ni Tsuyoi no da ga,2025,23,Fantasía / Acción / Aventura,"Sunrise, TMS Entertainment"
Clevatess: Majuu no Ou to Akago to Kabane no Yuusha,2025,24,Fantasía / Acción / Aventura,"Lay-duce, Lay-duce"
"Katainaka no Ossan, Kensei ni Naru",2025,25,Fantasía / Acción / Aventura,"Hayabusa Film, Passione, Passione"
Kimi no Koto ga Dai Dai Dai Dai Daisuki na 100-nin no Kanojo 2nd Season,2025,26,Otros Géneros,Bibury Animation Studios
Zenshuu.,2025,27,Fantasía / Acción / Aventura,"MAPPA, MAPPA"
Vigilante: Boku no Hero Academia ILLEGALS,2025,28,Fantasía / Acción / Aventura,"bones film, bones"
Tougen Anki,2025,29,Fantasía / Acción / Aventura,"Studio Hibari, Studio Hibari"
Class no Daikirai na Joshi to Kekkon Suru Koto ni Natta.,2025,30,Otros Géneros,"Studio Gokumi, AXsiZ, EGG FIRM"
Tate no Yuusha no Nariagari Season 4,2025,31,Fantasía / Acción / Aventura,Kinema Citrus
"Isshun de Chiryou Shiteita no ni Yakutatazu to Tsuihou Sareta Tensai Chiyushi, Yami Healer Toshite Tanoshiku Ikiru",2025,32,Fantasía / Acción / Aventura,"Makaria, Makaria"
Kowloon Generic Romance,2025,33,Sci-Fi / Mecha Puro,Arvo Animation
"Guild no Uketsukejou desu ga, Zangyou wa Iya nanode Boss wo Solo Toubatsu Shiyou to Omoimasu",2025,34,Fantasía / Acción / Aventura,"CloverWorks, Sakura Create, CloverWorks"
Grand Blue Season 2,2025,35,Otros Géneros,"Zero-G, Liber, Zero-G"
"Danjo no Yuujou wa Seiritsu suru? (Iya, Shinai!!)",2025,36,Otros Géneros,J.C.STAFF
Honey Lemon Soda,2025,37,Otros Géneros,"J.C.STAFF, TMS Entertainment, J.C.STAFF, Studio Pierrot"
Watashi no Shiawase na Kekkon 2nd Season,2025,38,Otros Géneros,Kinema Citrus
"Tensei Shitara Dai Nana Ouji Datta node, Kimamani Majutsu wo Kiwamemasu 2nd Season",2025,39,Fantasía / Acción / Aventura,Tsumugi Akita Anime Lab
Fuguushoku [Kanteishi] ga Jitsu wa Saikyou Datta: Naraku de Kitaeta Saikyou no [Shingan] de Musou Suru,2025,40,Fantasía / Acción / Aventura,Okuruto Noboru
Kono Kaisha ni Suki na Hito ga Imasu,2025,41,Otros Géneros,BLADE
Kijin Gentoushou,2025,42,Fantasía / Acción / Aventura,Unknown
Izure Saikyou no Renkinjutsushi?,2025,43,Fantasía / Acción / Aventura,"Studio Comet, Studio Comet"
"Haite Kudasai, Takamine-san",2025,44,Otros Géneros,LIDENFILMS
Fumetsu no Anata e Season 3,2025,45,Fantasía / Acción / Aventura,"Drive, Studio Massket"
Kuroiwa Medaka ni Watashi no Kawaii ga Tsuujinai,2025,46,Otros Géneros,"SynergySP, SynergySP"
Tondemo Skill de Isekai Hourou Meshi 2,2025,47,Fantasía / Acción / Aventura,"MAPPA, MAPPA"
"Shinjiteita Nakamatachi ni Dungeon Okuchi de Korosarekaketa ga Gift ""Mugen Gacha"" de Level 9999 no Nakamatachi wo Te ni Irete Moto Party Member to Sekai ni Fukushuu & ""Zamaa!"" Shimasu!",2025,48,Fantasía / Acción / Aventura,J.C.STAFF
"Watashi ga Koibito ni Nareru Wake Nai jan, Muri Muri! (※Muri ja Nakatta!?)",2025,49,Otros Géneros,studio MOTHER
Shiunji-ke no Kodomotachi,2025,50,Otros Géneros,"Doga Kobo, Doga Kobo"
"A-Rank Party wo Ridatsu Shita Ore wa, Moto Oshiegotachi to Meikyuu Shinbu wo Mezasu.",2025,51,Fantasía / Acción / Aventura,"Bandai Namco Pictures, Bandai Namco Pictures"
Isekai Mokushiroku Mynoghra: Hametsu no Bunmei de Hajimeru Sekai Seifuku,2025,52,Fantasía / Acción / Aventura,"Maho Film, Maho Film"
"Slime Taoshite 300-nen, Shiranai Uchi ni Level MAX ni Nattemashita: Sono ni",2025,53,Fantasía / Acción / Aventura,Teddy
SANDA,2025,54,Otros Géneros,"Science SARU, Science SARU"
CITY THE ANIMATION,2025,55,Otros Géneros,"Kyoto Animation, Kyoto Animation"
Tomodachi no Imouto ga Ore ni dake Uzai,2025,56,Otros Géneros,BLADE
Uma Musume: Cinderella Gray,2025,57,Otros Géneros,CygamesPictures
"Mikadono Sanshimai wa Angai, Choroi.",2025,58,Otros Géneros,P.A.WORKS
Hazure Skill «Kinomi Master»: Skill no Mi (Tabetara Shinu) wo Mugen ni Taberareru You ni Natta Ken Nitsuite,2025,59,Fantasía / Acción / Aventura,"Asahi Production, Asahi Production, AQUA ARIS"
Ameku Takao no Suiri Karte,2025,60,Otros Géneros,project No.9
Arafou Otoko no Isekai Tsuuhan Seikatsu,2025,61,Fantasía / Acción / Aventura,East Fish Studio
"Watashi wo Tabetai, Hitodenashi",2025,62,Otros Géneros,Studio Lings
Ruri no Houseki,2025,63,Fantasía / Acción / Aventura,"Studio Bind, EGG FIRM"
Nihon e Youkoso Elf-san.,2025,64,Fantasía / Acción / Aventura,Zero-G
Medalist,2025,65,Otros Géneros,ENGI
Jibaku Shounen Hanako-kun 2,2025,66,Fantasía / Acción / Aventura,"Lerche, Studio Hibari"
Akuyaku Reijou Tensei Oji-san,2025,67,Fantasía / Acción / Aventura,"Ajiado, Ajiado, AQUA ARIS"
New PANTY & STOCKING with GARTERBELT,2025,68,Fantasía / Acción / Aventura,TRIGGER
Rock wa Lady no Tashinami Deshite,2025,69,Otros Géneros,"Bandai Namco Pictures, Bandai Namco Pictures"
Chitose-kun wa Ramune Bin no Naka,2025,70,Otros Géneros,feel.
Ore wa Seikan Kokka no Akutoku Ryoushu! ,2025,71,Híbrido (Acción + Sci-Fi),"Quad, Procen Studio"
"Botsuraku Yotei no Kizoku dakedo, Hima Datta kara Mahou wo Kiwamete mita",2025,72,Fantasía / Acción / Aventura,"Marvy Jack, Studio DEEN, Studio DEEN"
Apocalypse Hotel,2025,73,Sci-Fi / Mecha Puro,CygamesPictures
Summer Pockets,2025,74,Otros Géneros,feel.
Towa no Yuugure,2025,75,Híbrido (Acción + Sci-Fi),"P.A.WORKS, P.A.WORKS"
Kidou Senshi Gundam GQuuuuuuX,2025,76,Híbrido (Acción + Sci-Fi),"Studio Khara, Sunrise"
Nukitashi THE ANIMATION,2025,77,Fantasía / Acción / Aventura,Passione
Magic Maker: Isekai Mahou no Tsukurikata,2025,78,Fantasía / Acción / Aventura,"Studio DEEN, Studio DEEN"
Tsuyokute New Saga,2025,79,Fantasía / Acción / Aventura,"Studio Massket, Studio Clutch"
Aharen-san wa Hakarenai Season 2,2025,80,Otros Géneros,Felix Film
"S-Rank Monster no ""Behemoth"" Dakedo, Neko to Machigawarete Elf Musume no Pet to Shite Kurashitemasu",2025,81,Fantasía / Acción / Aventura,"Zero-G, Saber Works, Zero-G"
"Mikata ga Yowa Sugite Hojo Mahou ni Toushite Ita Kyuutei Mahoushi, Tsuihou Sarete Saikyou wo Mezasu",2025,82,Fantasía / Acción / Aventura,"Gekkou, Gekkou"
Sentai Daishikkaku 2nd Season,2025,83,Híbrido (Acción + Sci-Fi),Yostar Pictures
Übel Blatt,2025,84,Fantasía / Acción / Aventura,"Satelight, Staple Entertainment, Satelight, Staple Entertainment"
Ranma 1/2 (2024) 2nd Season,2025,85,Fantasía / Acción / Aventura,"MAPPA, MAPPA"
Okinawa de Suki ni Natta Ko ga Hougen Sugite Tsura Sugiru,2025,86,Otros Géneros,Millepensee
Watari-kun no xx ga Houkai Sunzen,2025,87,Otros Géneros,Staple Entertainment
Ninja to Koroshiya no Futarigurashi,2025,88,Otros Géneros,"Shaft, Shaft"
Sentai Red Isekai de Boukensha ni Naru,2025,89,Fantasía / Acción / Aventura,"Satelight, Satelight"
Bukiyou na Senpai.,2025,90,Otros Géneros,Studio elle
Kakkou no Iinazuke Season 2,2025,91,Otros Géneros,"Okuruto Noboru, Okuruto Noboru"
Yano-kun no Futsuu no Hibi,2025,92,Otros Géneros,"Ajiado, Ajiado"
mono,2025,93,Otros Géneros,"Soigne, Soigne"
Aru Majo ga Shinu Made,2025,94,Fantasía / Acción / Aventura,"EMT Squared, EMT Squared"
Ao no Exorcist: Yosuga-hen,2025,95,Fantasía / Acción / Aventura,Unknown
Tsuihousha Shokudou e Youkoso!,2025,96,Fantasía / Acción / Aventura,"OLM, OLM"
Uma Musume: Cinderella Gray Part 2,2025,97,Otros Géneros,CygamesPictures
"Chichi wa Eiyuu, Haha wa Seirei, Musume no Watashi wa Tenseisha.",2025,98,Fantasía / Acción / Aventura,J.C.STAFF
Jidou Hanbaiki ni Umarekawatta Ore wa Meikyuu wo Samayou 2nd Season,2025,99,Fantasía / Acción / Aventura,"Studio Gokumi, AXsiZ"
"Akujiki Reijou to Kyouketsu Koushaku: Sono Mamono, Watashi ga Oishiku Itadakimasu!",2025,100,Fantasía / Acción / Aventura,"Asahi Production, Asahi Production"
